ID,cap,uncap,pat1_2,Assigned_gene_name
736,73,159,0.3146551724137931,YCR086W
737,4,1,0.8,YCR087W
738,26,10,0.7222222222222222,YCR088W
739,91,571,0.13746223564954682,YCR088W
741,63,74,0.4598540145985402,YCR089W
742,30,19,0.6122448979591837,YCR089W
743,37,7,0.8409090909090909,YCR089W
745,63,53,0.5431034482758621,YCR091W
747,279,1477,0.15888382687927108,YCR093W
750,614,247,0.7131242740998839,YCR094W
751,33,31,0.515625,YCR095W-A
754,186,743,0.20021528525296015,YCR097W
755,1,4,0.2,YCR097W-A
767,12,24,0.3333333333333333,YCR102W-A
769,13,10,0.5652173913043478,YCR106W
770,132,106,0.5546218487394958,YCR106W
771,4,4,0.5,YCR107W
782,58,112,0.3411764705882353,YDL241W
783,12,5,0.7058823529411765,YDL241W
784,286,261,0.5228519195612431,YDL241W
785,13,8,0.6190476190476191,YDL240W
786,116,42,0.7341772151898734,YDL240W
787,0,5,0.0,YDL237W
788,185,418,0.3067993366500829,YDL237W
790,646,686,0.484984984984985,YDL236W
793,123,186,0.3980582524271845,YDL233W
794,1645,849,0.6595829991980754,YDL232W
795,20,37,0.3508771929824561,YDL230W
796,233,262,0.4707070707070707,YDL230W
797,8701,5446,0.6150420583869372,YDL229W
806,375,189,0.6648936170212766,YDL225W
809,13,5,0.7222222222222222,YDL221W
810,606,803,0.4300922640170334,YDL219W
811,21,9,0.7,YDL218W
818,12858,8248,0.6092106509997157,YDL212W
822,110,44,0.7142857142857143,YDL210W
826,6671,8377,0.4433147262094631,YDL208W
827,259,167,0.607981220657277,YDL207W
828,60,32,0.6521739130434783,YDL206W
829,83,37,0.6916666666666667,YDL204W
830,493,644,0.4335971855760774,YDL204W
831,530,247,0.6821106821106822,YDL202W
832,393,274,0.5892053973013494,YDL201W
835,8,43,0.1568627450980392,YDL196W
836,815,606,0.5735397607318791,YDL195W
839,52,50,0.5098039215686274,YDL194W
840,194,565,0.2555994729907773,YDL193W
841,46,27,0.6301369863013698,YDL193W
842,10452,9287,0.5295101068949795,YDL192W
845,23083,52633,0.3048629087643299,YDL191W
847,116,251,0.3160762942779292,YDL189W
849,391,435,0.4733656174334141,YDL185W
852,580,725,0.4444444444444444,YDL182W
854,3721,1997,0.6507520111927247,YDL181W
855,55,55,0.5,YDL180W
856,26,53,0.3291139240506329,YDL179W
857,84,132,0.3888888888888889,YDL179W
858,206,178,0.5364583333333334,YDL178W
861,30,126,0.19230769230769232,YDL176W
862,271,254,0.5161904761904762,YDL173W
863,134,139,0.4908424908424908,YDL170W
864,352,608,0.36666666666666653,YDL168W
865,22,61,0.26506024096385544,YDL165W
866,205,597,0.25561097256857856,YDL165W
867,0,15,0.0,YDL161W
868,867,820,0.5139300533491404,YDL161W
871,49,222,0.1808118081180812,YDL159W
872,2,19,0.09523809523809523,YDL156W
873,285,86,0.7681940700808625,YDL155W
875,181,281,0.3917748917748918,YDL150W
876,21,31,0.40384615384615385,YDL149W
877,3140,2843,0.5248203242520475,YDL147W
880,51,29,0.6375,YDL146W
882,998,1447,0.4081799591002045,YDL143W
883,243,275,0.4691119691119691,YDL141W
884,25,27,0.4807692307692308,YDL141W
887,100,68,0.5952380952380952,YDL138W
888,2,1,0.6666666666666666,YDL138W
889,4526,9166,0.3305579900671925,YDL137W
891,12919,34620,0.27175582153600203,YDL136W
896,0,10,0.0,YDL133W
897,113,70,0.6174863387978142,YDL133W
898,38,22,0.6333333333333333,YDL133W
900,142,224,0.3879781420765027,YDL132W
901,897,295,0.75251677852349,YDL131W
902,4043,832,0.8293333333333334,YDL130W-A
904,18442,7611,0.7078647372663417,YDL130W
906,43,69,0.38392857142857145,YDL129W
907,1402,1375,0.5048613611811307,YDL128W
909,4,3,0.5714285714285714,YDL127W
910,80,110,0.42105263157894735,YDL127W
913,9,3,0.75,YDL124W
914,1466,5359,0.2147985347985348,YDL124W
917,8,56,0.125,YDL123W
918,677,483,0.5836206896551724,YDL123W
920,24,27,0.4705882352941176,YDL122W
921,211,345,0.37949640287769787,YDL122W
922,69,118,0.3689839572192513,YDL122W
923,506,331,0.6045400238948626,YDL120W
925,103,73,0.5852272727272727,YDL117W
926,122,87,0.5837320574162679,YDL117W
927,204,178,0.5340314136125655,YDL116W
928,54,12,0.8181818181818182,YDL114W-A
929,33,102,0.24444444444444444,YDL112W
931,326,167,0.6612576064908722,YDL108W
932,101,50,0.6688741721854304,YDL107W
937,26,12,0.6842105263157895,YDL105W
938,51,28,0.6455696202531646,YDL105W
940,225,102,0.6880733944954128,YDL102W
941,551,787,0.4118086696562033,YDL099W
942,310,256,0.5477031802120141,YDL095W
943,24,132,0.15384615384615385,YDL093W
946,578,3383,0.1459227467811159,YDL092W
949,75,130,0.36585365853658536,YDL089W
950,30,64,0.3191489361702128,YDL089W
951,3114,1154,0.7296157450796626,YDL086W
953,7,14,0.3333333333333333,YDL085W
954,1513,1209,0.5558412931667891,YDL084W
955,12,8,0.6,YDL084W
956,14325,3942,0.7842010182295943,YDL082W
967,2,46,0.04166666666666666,YDL075W
968,8,7,0.5333333333333333,YDL075W
969,20243,7495,0.7297930636671713,YDL075W
971,113,180,0.3856655290102389,YDL073W
972,57,33,0.6333333333333333,YDL070W
973,1190,577,0.6734578381437465,YDL070W
975,10,15,0.4,YDL066W
976,4480,1772,0.7165706973768394,YDL066W
978,759,398,0.6560069144338807,YDL064W
979,190,229,0.4534606205250597,YDL060W
980,89,180,0.3308550185873606,YDL058W
981,18,50,0.2647058823529412,YDL057W
984,75,41,0.646551724137931,YDL056W
987,920,1885,0.32798573975044565,YDL051W
990,4,3,0.5714285714285714,YDL047W
991,606,217,0.7363304981773997,YDL047W
992,6259,9887,0.3876501919980181,YDL046W
993,2164,1882,0.5348492338111716,YDL045W-A
1003,71,68,0.5107913669064749,YDL031W
1005,82,49,0.6259541984732825,YDL030W
1007,1074,380,0.7386519944979367,YDL029W
1010,42,26,0.6176470588235294,YDL026W
1011,2,7,0.2222222222222222,YDL025W-A
1014,1,1139,0.0008771929824561404,YDL022W
1015,117,44,0.7267080745341615,YDL021W
1017,166,61,0.7312775330396476,YDL017W
1019,954,1752,0.352549889135255,YDL014W
1021,104,171,0.3781818181818182,YDL013W
1022,27,10,0.7297297297297297,YDL010W
1023,236,453,0.34252539912917274,YDL010W
1026,859,918,0.4833989870568374,YDL008W
1027,197,3,0.985,YDL007W
1028,1190,915,0.5653206650831354,YDL007W
1030,164,158,0.5093167701863354,YDL006W
1032,8,10,0.4444444444444444,YDL004W
1033,5714,10202,0.35900980145765266,YDL004W
1034,11,13,0.4583333333333333,YDL003W
1035,220,110,0.6666666666666666,YDL003W
1036,57,105,0.35185185185185186,YDL001W
1038,8,9,0.4705882352941176,YDR002W
1039,4432,5920,0.4281298299845441,YDR002W
1041,768,580,0.56973293768546,YDR003W
1042,15,60,0.2,YDR003W-A
1043,6,8,0.42857142857142855,YDR003W-A
1044,1,22,0.043478260869565216,YDR004W
1045,111,95,0.5388349514563107,YDR004W
1047,71,31,0.696078431372549,YDR007W
1048,89,76,0.5393939393939394,YDR007W
1050,12,6,0.6666666666666666,YDR009W
1051,1,3,0.25,YDR009W
1054,641,268,0.7051705170517052,YDR011W
1055,6,6,0.5,YDR011W
1056,15,15,0.5,YDR011W
1058,20,41,0.3278688524590164,YDR012W
1059,3,2,0.6,YDR012W
1060,10122,4938,0.6721115537848605,YDR012W
1062,1,44,0.022222222222222227,YDR013W
1063,152,117,0.5650557620817844,YDR013W
1064,125,133,0.4844961240310077,YDR014W
1065,71,54,0.568,YDR014W-A
1073,7,0,1.0,YDR021W
1074,88,65,0.5751633986928104,YDR021W
1075,2919,1462,0.6662862360191737,YDR023W
1076,15,5,0.75,YDR025W
1077,7081,9147,0.4363445895982253,YDR025W
1080,1370,333,0.8044627128596594,YDR031W
1083,103,15,0.8728813559322034,YDR033W
1084,3454,9404,0.2686265360087105,YDR033W
1089,0,169,0.0,YDR034W-B
1090,294,283,0.5095320623916811,YDR034W-B
1091,354,633,0.3586626139817629,YDR035W
1093,2,15,0.1176470588235294,YDR037W
1094,2666,3818,0.4111659469463294,YDR037W
1096,519,1101,0.3203703703703704,YDR041W
1104,183,198,0.4803149606299213,YDR044W
1105,690,264,0.7232704402515723,YDR044W
1106,0,2,0.0,YDR047W
1107,328,120,0.7321428571428571,YDR047W
1108,595,250,0.7041420118343196,YDR047W
1110,73,71,0.5069444444444444,YDR049W
1115,2,4,0.3333333333333333,YDR055W
1116,3342,1628,0.6724346076458753,YDR055W
1120,107,78,0.5783783783783784,YDR057W
1121,11,10,0.5238095238095238,YDR060W
1122,646,688,0.4842578710644678,YDR060W
1123,132,218,0.3771428571428572,YDR061W
1125,1425,602,0.7030093734583128,YDR062W
1126,10,51,0.16393442622950818,YDR062W
1127,603,1168,0.3404856013551666,YDR063W
1128,71555,5535,0.9282008042547673,YDR064W
1133,76,67,0.5314685314685315,YDR065W
1138,6,11,0.35294117647058826,YDR068W
1139,313,212,0.5961904761904762,YDR068W
1144,20,12,0.625,YDR073W
1145,347,296,0.5396578538102644,YDR073W
1147,4,0,1.0,YDR074W
1148,349,821,0.2982905982905983,YDR074W
1150,136,81,0.6267281105990783,YDR075W
1151,5,3,0.625,YDR075W
1152,50,67,0.4273504273504273,YDR076W
1154,35,21,0.625,YDR077W
1155,38228,13859,0.7339259316144143,YDR077W
1161,5,4,0.5555555555555556,YDR079W
1162,5,3,0.625,YDR079W
1163,206,163,0.5582655826558266,YDR079W
1164,44,45,0.4943820224719101,YDR080W
1165,42,78,0.35,YDR082W
1166,330,234,0.5851063829787234,YDR083W
1172,49,22,0.6901408450704225,YDR089W
1173,86,32,0.7288135593220338,YDR089W
1175,340,771,0.30603060306030605,YDR092W
1177,382,128,0.7490196078431373,YDR093W
1179,49,66,0.4260869565217391,YDR096W
1180,60,49,0.5504587155963303,YDR096W
1181,60,84,0.4166666666666667,YDR096W
1182,10,11,0.4761904761904762,YDR096W
1185,875,3048,0.22304358908998212,YDR099W
1190,2786,1238,0.6923459244532804,YDR100W
1191,44,43,0.5057471264367817,YDR103W
1192,303,146,0.6748329621380846,YDR103W
1194,11,10,0.5238095238095238,YDR106W
1197,25,50,0.3333333333333333,YDR108W
1198,228,153,0.5984251968503937,YDR110W
1199,2324,2270,0.5058772311710927,YDR115W
1201,18,16,0.5294117647058824,YDR118W
1202,953,676,0.5850214855739717,YDR119W
1203,810,86,0.9040178571428572,YDR119W-A
1204,46,93,0.33093525179856115,YDR121W
1205,184,331,0.3572815533980582,YDR122W
1206,67,68,0.4962962962962963,YDR124W
1207,12,16,0.42857142857142855,YDR124W
1208,8,4,0.6666666666666666,YDR124W
1209,29,85,0.2543859649122807,YDR124W
1210,72,42,0.631578947368421,YDR126W
1214,180,331,0.3522504892367906,YDR127W
1215,326,575,0.3618201997780244,YDR127W
1216,92,96,0.4893617021276596,YDR128W
1225,206,96,0.6821192052980133,YDR137W
1226,86,130,0.39814814814814814,YDR138W
1228,14,39,0.2641509433962264,YDR140W
1229,1560,1120,0.582089552238806,YDR140W
1233,10,0,1.0,YDR145W
1234,444,594,0.4277456647398844,YDR145W
1235,12,3,0.8,YDR145W
1237,95,15,0.8636363636363636,YDR147W
1238,152,81,0.6523605150214592,YDR147W
1239,14,16,0.4666666666666667,YDR150W
1240,173,155,0.5274390243902439,YDR150W
1241,3,2,0.6,YDR152W
1242,724,587,0.5522501906941266,YDR152W
1243,3,6,0.3333333333333333,YDR156W
1244,8510,4031,0.678574276373495,YDR156W
1245,8299,419,0.9519385180087176,YDR158W
1248,127,114,0.5269709543568465,YDR159W
1249,53,46,0.5353535353535354,YDR160W
1250,536,270,0.6650124069478908,YDR161W
1253,8,5,0.6153846153846154,YDR163W
1254,130,322,0.2876106194690265,YDR163W
1256,2,3,0.4,YDR165W
1257,337,374,0.4739803094233474,YDR165W
1259,1686,1754,0.4901162790697674,YDR167W
1261,745,542,0.5788655788655789,YDR168W
