ID,cap,uncap,wt2,Assigned_gene_name
2,14,6,0.7,YAL066W
3,32,5,0.8648648648648649,YAL064W-B
13,49,1,0.98,YAL062W
14,175,58,0.7510729613733905,YAL062W
15,9,10,0.4736842105263158,YAL062W
19,33,15,0.6875,YAL061W
23,262,141,0.6501240694789082,YAL060W
25,709,466,0.6034042553191489,YAL059W
27,146,18,0.8902439024390244,YAL058W
28,115,93,0.5528846153846154,YAL056W
29,47,14,0.7704918032786885,YAL055W
33,728,541,0.5736800630417652,YAL053W
36,58,80,0.42028985507246375,YAL051W
39,1,1,0.5,YAL044W-A
40,24,5,0.8275862068965517,YAL044W-A
41,1342,945,0.5867949278530826,YAL044W-A
42,2399,344,0.8745898651111921,YAL042W
46,82,169,0.32669322709163345,YAL041W
51,1,4,0.2,YAL038W
52,50146,1674,0.9676958703203395,YAL038W
58,16,12,0.5714285714285714,YAL037W
59,33,23,0.5892857142857143,YAL037W
61,1279,262,0.8299805321219987,YAL035W
64,104,111,0.4837209302325581,YAL034W-A
66,765,155,0.8315217391304348,YAL033W
67,657,307,0.6815352697095436,YAL030W
68,11,1,0.9166666666666666,YAL028W
69,18,13,0.5806451612903226,YAL028W
70,121,62,0.6612021857923497,YAL027W
74,442,104,0.8095238095238095,YAL019W
75,207,24,0.8961038961038961,YAL017W
76,16,2,0.8888888888888888,YAL017W
77,6,2,0.75,YAL017W
78,1108,636,0.6353211009174312,YAL016W
79,58,74,0.4393939393939394,YAL013W
81,11203,1694,0.8686516244087772,YAL012W
84,49,36,0.5764705882352941,YAL011W
86,143,70,0.6713615023474179,YAL009W
87,308,107,0.7421686746987952,YAL008W
91,10,12,0.4545454545454545,YAL003W
92,18171,4795,0.7912130976225725,YAL003W
96,105,93,0.5303030303030303,YAL002W
98,176,150,0.5398773006134969,YAR002W
99,130,59,0.6878306878306878,YAR003W
100,188,82,0.6962962962962963,YAR008W
102,416,328,0.5591397849462365,YAR015W
105,0,3,0.0,YAR019W-A
110,120,4,0.967741935483871,YAR027W
111,205,116,0.6386292834890965,YAR027W
114,307,171,0.6422594142259415,YAR028W
115,2,0,1.0,YAR029W
116,3,0,1.0,YAR029W
120,216,102,0.6792452830188679,YAR033W
122,2,0,1.0,YAR035W
126,146,57,0.7192118226600985,YAR042W
129,1,1,0.5,YAR075W
130,139,112,0.5537848605577689,YBL102W
131,11,1,0.9166666666666666,YBL100W-A
133,2737,1495,0.6467391304347826,YBL099W
134,10,6,0.625,YBL099W
135,218,58,0.7898550724637681,YBL098W
138,36,15,0.7058823529411765,YBL097W
140,185,53,0.7773109243697479,YBL095W
141,39451,21343,0.6489291706418396,YBL092W
146,520,923,0.3603603603603603,YBL090W
147,203,127,0.6151515151515151,YBL089W
148,148,283,0.3433874709976798,YBL085W
149,922,201,0.8210151380231523,YBL081W
150,2,10,0.16666666666666666,YBL081W
154,477,367,0.5651658767772512,YBL079W
156,768,205,0.7893114080164442,YBL071W-A
157,537,83,0.8661290322580645,YBL069W
159,1016,325,0.7576435495898584,YBL068W
160,55,33,0.625,YBL063W
161,24,7,0.7741935483870968,YBL060W
162,54,15,0.7826086956521741,YBL060W
164,600,145,0.8053691275167785,YBL058W
165,727,286,0.717670286278381,YBL056W
166,38,14,0.7307692307692307,YBL054W
167,9,5,0.6428571428571429,YBL054W
168,7,12,0.3684210526315789,YBL054W
169,54,162,0.25,YBL054W
174,681,434,0.610762331838565,YBL050W
175,25,2,0.925925925925926,YBL049W
176,10,4,0.7142857142857143,YBL049W
178,79,43,0.6475409836065574,YBL046W
180,63,20,0.7590361445783133,YBL043W
182,74,37,0.6666666666666666,YBL041W
183,1816,240,0.8832684824902723,YBL041W
185,124,86,0.5904761904761905,YBL039W-B
186,26,10,0.7222222222222222,YBL039W-B
187,324,128,0.7168141592920354,YBL038W
188,114,104,0.5229357798165137,YBL037W
190,228,191,0.5441527446300716,YBL032W
191,26,32,0.4482758620689655,YBL031W
192,77,14,0.8461538461538461,YBL029W
194,25544,15256,0.6260784313725489,YBL027W
196,8,11,0.42105263157894735,YBL026W
197,5,1,0.8333333333333334,YBL026W
198,13,11,0.5416666666666666,YBL026W
199,755,314,0.706267539756782,YBL026W
200,164,18,0.9010989010989012,YBL025W
201,1016,127,0.8888888888888888,YBL024W
202,7,2,0.7777777777777778,YBL020W
203,620,212,0.7451923076923077,YBL020W
205,53,21,0.7162162162162162,YBL019W
207,19,7,0.7307692307692307,YBL016W
208,282,65,0.8126801152737753,YBL016W
210,246,44,0.8482758620689655,YBL015W
213,20,18,0.5263157894736842,YBL013W
215,480,137,0.7779578606158833,YBL011W
217,108,7,0.9391304347826088,YBL009W
218,193,36,0.8427947598253275,YBL008W
220,8,1,0.8888888888888888,YBL006W-A
221,16,12,0.5714285714285714,YBL005W
222,102,33,0.7555555555555555,YBL005W
224,76,69,0.5241379310344828,YBL005W-A
225,50,39,0.5617977528089888,YBL005W-A
229,599,262,0.6957026713124274,YBL004W
230,6357,1684,0.7905733117771422,YBL002W
234,648,136,0.8265306122448979,YBR003W
235,4,0,1.0,YBR005W
236,533,252,0.6789808917197452,YBR005W
237,115,29,0.7986111111111112,YBR005W
239,110,46,0.7051282051282052,YBR006W
248,2668,3678,0.4204223132682005,YBR010W
250,9,4,0.6923076923076923,YBR016W
251,782,303,0.7207373271889401,YBR016W
254,118,52,0.6941176470588235,YBR021W
255,304,124,0.7102803738317757,YBR022W
258,63,50,0.5575221238938053,YBR024W
259,24,11,0.6857142857142857,YBR030W
260,239,73,0.7660256410256411,YBR030W
261,12359,3726,0.7683556108175319,YBR031W
264,1,0,1.0,YBR033W
265,2,0,1.0,YBR033W
273,534,295,0.6441495778045838,YBR038W
276,1839,628,0.7454398054316984,YBR039W
278,727,153,0.8261363636363637,YBR041W
286,89,17,0.8396226415094341,YBR047W
288,43,30,0.589041095890411,YBR048W
289,59296,12439,0.8265978950303199,YBR048W
293,19,34,0.3584905660377358,YBR051W
298,100,49,0.6711409395973155,YBR054W
299,1626,963,0.6280417149478563,YBR054W
301,222,153,0.5920000000000001,YBR056W
305,389,228,0.6304700162074555,YBR056W-A
313,393,188,0.6764199655765921,YBR071W
317,3,9,0.25,YBR072W
318,71,21,0.7717391304347826,YBR072W
320,432,77,0.8487229862475442,YBR073W
321,780,402,0.6598984771573604,YBR074W
324,6016,6247,0.4905814237951562,YBR078W
329,29,8,0.7837837837837838,YBR083W
330,13,3,0.8125,YBR083W
331,89,130,0.4063926940639269,YBR083W
333,946,295,0.7622884770346495,YBR084W
334,121,60,0.6685082872928176,YBR085W
338,16,8,0.6666666666666666,YBR087W
339,332,58,0.8512820512820513,YBR087W
344,158,54,0.7452830188679245,YBR094W
345,413,950,0.30300807043286865,YBR096W
346,169,31,0.845,YBR097W
347,51,7,0.8793103448275862,YBR098W
348,61,33,0.6489361702127661,YBR103W
349,9,6,0.6,YBR103W
350,496,207,0.7055476529160741,YBR104W
352,3826,1473,0.7220230232119268,YBR106W
355,9,3,0.75,YBR108W
356,54,17,0.7605633802816901,YBR108W
357,176,77,0.6956521739130435,YBR110W
358,528,131,0.8012139605462822,YBR110W
360,501,153,0.7660550458715596,YBR111W-A
362,126,8,0.9402985074626866,YBR114W
366,14,14,0.5,YBR118W
367,69046,21810,0.7599498106894427,YBR118W
369,50,40,0.5555555555555556,YBR119W
371,1,0,1.0,YBR124W
373,3298,739,0.8169432747089422,YBR126W-A
376,75,27,0.7352941176470589,YBR131W
377,6,3,0.6666666666666666,YBR135W
378,592,297,0.6659167604049494,YBR135W
379,88,44,0.6666666666666666,YBR136W
381,985,66,0.9372026641294006,YBR137W
384,1110,141,0.8872901678657075,YBR139W
385,69,11,0.8625,YBR141W-A
386,136,195,0.4108761329305136,YBR142W
388,137,95,0.5905172413793104,YBR145W
390,416,665,0.3848288621646623,YBR146W
392,21,7,0.75,YBR147W
393,616,478,0.5630712979890311,YBR149W
394,729,264,0.7341389728096677,YBR151W
396,18,24,0.42857142857142855,YBR152W
398,183,43,0.8097345132743363,YBR153W
400,409,160,0.718804920913884,YBR155W
406,4,3,0.5714285714285714,YBR158W
407,972,139,0.8748874887488749,YBR158W
408,1494,623,0.7057156353330184,YBR159W
409,225,203,0.5257009345794392,YBR160W
410,168,76,0.6885245901639344,YBR161W
412,44,10,0.8148148148148148,YBR162W-A
413,76,43,0.6386554621848739,YBR162W-A
414,4498,490,0.9017642341619888,YBR162W-A
415,183,117,0.61,YBR163W
416,20,6,0.7692307692307693,YBR163W
418,227,46,0.8315018315018315,YBR165W
419,6,2,0.75,YBR165W
421,29,2,0.935483870967742,YBR168W
422,1,1,0.5,YBR168W
423,1,1,0.5,YBR168W
424,81,21,0.7941176470588235,YBR168W
425,56,7,0.8888888888888888,YBR168W
426,530,391,0.5754614549402823,YBR171W
428,53,12,0.8153846153846154,YBR175W
429,154,76,0.6695652173913044,YBR175W
431,108,37,0.7448275862068966,YBR176W
432,4,0,1.0,YBR178W
435,6,3,0.6666666666666666,YBR183W
436,528,75,0.8756218905472637,YBR183W
437,11,2,0.8461538461538461,YBR184W
440,1837,852,0.683153588694682,YBR187W
441,16484,9559,0.6329531927965288,YBR189W
443,9,6,0.6,YBR191W
444,22970,14100,0.619638521715673,YBR191W
445,0,102,0.0,YBR191W-A
446,170,24,0.8762886597938144,YBR192W
447,94,92,0.5053763440860215,YBR194W
448,23,2,0.92,YBR194W
454,664,215,0.7554038680318543,YBR199W
455,186,102,0.6458333333333334,YBR200W
456,92,99,0.4816753926701571,YBR201W
458,166,90,0.6484375,YBR202W
460,35,6,0.8536585365853658,YBR203W
461,12,2,0.8571428571428571,YBR203W
464,1380,190,0.8789808917197452,YBR205W
465,290,291,0.4991394148020654,YBR207W
468,108,60,0.6428571428571429,YBR210W
469,744,125,0.856156501726122,YBR210W
471,121,38,0.7610062893081762,YBR212W
472,63,5,0.9264705882352942,YBR213W
473,394,48,0.8914027149321267,YBR214W
474,108,18,0.8571428571428571,YBR215W
476,132,6,0.9565217391304348,YBR217W
478,72,11,0.8674698795180723,YBR225W
479,7,4,0.6363636363636364,YBR228W
480,47,35,0.573170731707317,YBR228W
482,30,145,0.17142857142857146,YBR230W-A
483,40,8,0.8333333333333334,YBR233W
484,354,356,0.4985915492957746,YBR233W-A
485,487,129,0.7905844155844156,YBR235W
486,24,64,0.2727272727272727,YBR237W
489,4,1,0.8,YBR242W
491,328,354,0.4809384164222874,YBR242W
492,4,0,1.0,YBR242W
493,20,20,0.5,YBR244W
494,306,96,0.7611940298507462,YBR244W
495,167,131,0.5604026845637584,YBR246W
497,9,0,1.0,YBR250W
499,219,81,0.73,YBR251W
500,4191,477,0.8978149100257069,YBR252W
502,462,215,0.6824224519940916,YBR253W
503,65,83,0.4391891891891892,YBR255W
506,1,0,1.0,YBR257W
507,173,35,0.8317307692307693,YBR257W
508,47,30,0.6103896103896104,YBR259W
509,1055,344,0.7541100786275912,YBR263W
510,321,142,0.6933045356371489,YBR265W
511,160,112,0.5882352941176471,YBR267W
513,637,690,0.4800301431801055,YBR268W
516,26,9,0.7428571428571429,YBR271W
517,73,80,0.477124183006536,YBR271W
518,166,35,0.8258706467661692,YBR274W
519,110,73,0.6010928961748634,YBR278W
522,298,78,0.7925531914893617,YBR279W
525,1,1,0.5,YBR282W
526,170,275,0.3820224719101124,YBR282W
528,36,6,0.8571428571428571,YBR284W
531,11,2,0.8461538461538461,YBR285W
532,514,384,0.5723830734966593,YBR286W
535,3237,851,0.7918297455968689,YBR287W
540,34,6,0.85,YBR289W
542,397,132,0.7504725897920604,YBR290W
546,49,13,0.7903225806451613,YBR293W
547,3,0,1.0,YBR293W
548,5,0,1.0,YBR293W
552,13,6,0.6842105263157895,YBR295W
553,83,51,0.6194029850746269,YBR295W
556,10,0,1.0,YBR297W
557,143,29,0.8313953488372093,YBR297W
559,2,1,0.6666666666666666,YBR299W
560,4,0,1.0,YBR299W
565,220,131,0.6267806267806267,YCL063W
566,586,33,0.9466882067851372,YCL058W-A
567,10,6,0.625,YCL057W
569,505,436,0.536663124335813,YCL057W
570,96,50,0.6575342465753424,YCL055W
575,16,5,0.7619047619047619,YCL054W-A
576,40,32,0.5555555555555556,YCL054W-A
577,1185,714,0.6240126382306477,YCL054W-A
578,522,86,0.8585526315789473,YCL054W
579,172,100,0.6323529411764706,YCL051W
583,7,3,0.7,YCL048W-A
584,4,1,0.8,YCL048W-A
585,8,1,0.8888888888888888,YCL048W-A
593,46,21,0.6865671641791045,YCL042W
594,561,288,0.6607773851590106,YCL040W
598,249,18,0.9325842696629212,YCL039W
602,145,138,0.5123674911660777,YCL036W
603,3,1,0.75,YCL034W
604,0,2,0.0,YCL034W
605,225,96,0.7009345794392523,YCL034W
606,229,72,0.760797342192691,YCL032W
610,695,191,0.7844243792325056,YCL028W
612,30,24,0.5555555555555556,YCL027W
615,126,34,0.7875,YCL024W
616,6,2,0.75,YCL021W-A
619,389,66,0.8549450549450549,YCL019W
620,3,0,1.0,YCL019W
621,2,0,1.0,YCL019W
622,7,4,0.6363636363636364,YCL020W
623,599,136,0.8149659863945579,YCL018W
625,5,2,0.7142857142857143,YCL014W
626,85,111,0.4336734693877551,YCL014W
628,6904,1203,0.851609719995066,YCL005W-A
629,12,17,0.4137931034482759,YCL005W
630,317,197,0.6167315175097277,YCL005W
632,81,19,0.81,YCL004W
634,2399,896,0.728072837632777,YCL001W
640,694,227,0.7535287730727471,YCR003W
650,928,285,0.7650453421269581,YCR008W
651,6,6,0.5,YCR008W
654,4,0,1.0,YCR012W
655,168216,86144,0.6613303978612989,YCR012W
662,282,162,0.6351351351351351,YCR016W
666,13,5,0.7222222222222222,YCR019W
667,136,68,0.6666666666666666,YCR019W
668,7,2,0.7777777777777778,YCR019W
669,297,577,0.33981693363844395,YCR020W-B
682,4,4,0.5,YCR032W
683,68,38,0.6415094339622641,YCR032W
684,216,73,0.7474048442906575,YCR033W
685,2698,358,0.8828534031413613,YCR034W
686,253,144,0.6372795969773299,YCR036W
691,12,9,0.5714285714285714,YCR045W-A
692,9,4,0.6923076923076923,YCR045W-A
695,3,7,0.3,YCR047W-A
696,324,196,0.6230769230769231,YCR048W
699,1041,292,0.7809452363090773,YCR051W
700,221,77,0.7416107382550335,YCR052W
702,1000,2005,0.33277870216306155,YCR053W
705,47,42,0.5280898876404494,YCR060W
706,1036,336,0.7551020408163265,YCR060W
707,402,88,0.8204081632653061,YCR061W
713,70,47,0.5982905982905983,YCR063W
714,48,16,0.75,YCR065W
715,24,16,0.6,YCR065W
717,54,12,0.8181818181818182,YCR066W
718,3,1,0.75,YCR068W
719,44,13,0.7719298245614035,YCR068W
720,141,152,0.4812286689419795,YCR068W
721,572,302,0.6544622425629291,YCR069W
723,545,63,0.8963815789473685,YCR073W-A
726,4,2,0.6666666666666666,YCR075W-A
727,621,58,0.914580265095729,YCR075W-A
729,159,61,0.7227272727272728,YCR079W
731,169,40,0.8086124401913876,YCR081W
732,966,458,0.6783707865168539,YCR082W
733,338,113,0.7494456762749445,YCR083W
734,2,1,0.6666666666666666,YCR085W
735,6,2,0.75,YCR086W
736,51,58,0.4678899082568808,YCR086W
737,6,1,0.8571428571428571,YCR087W
738,26,4,0.8666666666666667,YCR088W
739,49,143,0.2552083333333333,YCR088W
741,82,48,0.6307692307692307,YCR089W
742,9,3,0.75,YCR089W
743,4,0,1.0,YCR089W
745,20,6,0.7692307692307693,YCR091W
747,617,915,0.4027415143603133,YCR093W
750,601,84,0.8773722627737226,YCR094W
751,35,16,0.6862745098039216,YCR095W-A
754,216,457,0.3209509658246657,YCR097W
755,4,1,0.8,YCR097W-A
767,4,4,0.5,YCR102W-A
769,20,6,0.7692307692307693,YCR106W
770,139,49,0.7393617021276596,YCR106W
771,3,0,1.0,YCR107W
782,38,31,0.5507246376811594,YDL241W
783,8,1,0.8888888888888888,YDL241W
784,90,54,0.625,YDL241W
785,10,2,0.8333333333333334,YDL240W
786,110,29,0.7913669064748201,YDL240W
787,4,0,1.0,YDL237W
788,247,389,0.38836477987421386,YDL237W
790,522,265,0.6632782719186785,YDL236W
793,86,55,0.6099290780141844,YDL233W
794,2173,374,0.8531605810757754,YDL232W
795,1,1,0.5,YDL230W
796,116,72,0.6170212765957447,YDL230W
797,18414,4602,0.8000521376433786,YDL229W
806,207,71,0.7446043165467626,YDL225W
809,4,1,0.8,YDL221W
810,664,439,0.6019945602901179,YDL219W
818,8407,1553,0.8440763052208835,YDL212W
826,3405,2341,0.5925861468847894,YDL208W
827,184,56,0.7666666666666667,YDL207W
828,72,23,0.7578947368421053,YDL206W
829,79,24,0.7669902912621359,YDL204W
830,26,12,0.6842105263157895,YDL204W
831,353,96,0.7861915367483296,YDL202W
832,436,173,0.7159277504105089,YDL201W
835,5,9,0.35714285714285715,YDL196W
836,777,337,0.6974865350089766,YDL195W
839,38,8,0.8260869565217391,YDL194W
840,220,241,0.4772234273318872,YDL193W
841,27,13,0.675,YDL193W
842,11004,6190,0.6399906944282889,YDL192W
845,35892,54262,0.3981187745413404,YDL191W
847,126,160,0.4405594405594406,YDL189W
849,919,383,0.705837173579109,YDL185W
852,443,438,0.5028376844494892,YDL182W
854,3951,1511,0.7233614060783595,YDL181W
855,72,32,0.6923076923076923,YDL180W
856,22,27,0.4489795918367347,YDL179W
857,127,73,0.635,YDL179W
858,233,151,0.6067708333333334,YDL178W
861,30,68,0.30612244897959184,YDL176W
862,195,52,0.7894736842105263,YDL173W
863,82,47,0.6356589147286822,YDL170W
864,278,225,0.5526838966202783,YDL168W
865,25,8,0.7575757575757576,YDL165W
866,163,210,0.43699731903485256,YDL165W
867,1,4,0.2,YDL161W
868,626,255,0.7105561861520999,YDL161W
871,58,88,0.3972602739726027,YDL159W
872,10,3,0.7692307692307693,YDL156W
873,212,12,0.9464285714285714,YDL155W
875,206,193,0.5162907268170426,YDL150W
876,23,12,0.6571428571428571,YDL149W
877,1693,567,0.7491150442477876,YDL147W
880,119,27,0.8150684931506851,YDL146W
882,1075,539,0.6660470879801735,YDL143W
883,246,115,0.6814404432132964,YDL141W
884,7,4,0.6363636363636364,YDL141W
887,68,21,0.7640449438202247,YDL138W
889,2480,4055,0.3794950267788829,YDL137W
891,11782,14715,0.4446541117862399,YDL136W
896,8,13,0.3809523809523809,YDL133W
897,79,36,0.6869565217391305,YDL133W
898,34,9,0.7906976744186046,YDL133W
900,166,109,0.6036363636363636,YDL132W
901,551,125,0.8150887573964497,YDL131W
902,563,67,0.8936507936507937,YDL130W-A
904,31798,7710,0.804849650703655,YDL130W
906,103,53,0.6602564102564102,YDL129W
907,1372,629,0.6856571714142928,YDL128W
909,1,3,0.25,YDL127W
910,99,60,0.6226415094339622,YDL127W
913,26,4,0.8666666666666667,YDL124W
914,837,1908,0.30491803278688523,YDL124W
917,16,26,0.3809523809523809,YDL123W
918,649,211,0.7546511627906977,YDL123W
920,3,0,1.0,YDL122W
921,352,279,0.5578446909667195,YDL122W
922,58,54,0.5178571428571429,YDL122W
923,415,163,0.7179930795847751,YDL120W
925,102,29,0.7786259541984732,YDL117W
926,162,42,0.7941176470588235,YDL117W
927,207,101,0.6720779220779219,YDL116W
928,32,5,0.8648648648648649,YDL114W-A
929,84,160,0.3442622950819672,YDL112W
931,330,90,0.7857142857142857,YDL108W
932,63,14,0.8181818181818182,YDL107W
937,2,2,0.5,YDL105W
938,20,10,0.6666666666666666,YDL105W
940,150,34,0.8152173913043478,YDL102W
941,219,147,0.5983606557377049,YDL099W
942,328,183,0.6418786692759295,YDL095W
943,53,111,0.3231707317073171,YDL093W
946,413,910,0.3121693121693121,YDL092W
949,104,90,0.5360824742268041,YDL089W
950,38,34,0.5277777777777778,YDL089W
951,1389,258,0.8433515482695809,YDL086W
953,1,0,1.0,YDL085W
954,2010,1044,0.6581532416502947,YDL084W
955,10,14,0.4166666666666667,YDL084W
956,15234,1529,0.908787209926624,YDL082W
967,6,15,0.2857142857142857,YDL075W
968,9,10,0.4736842105263158,YDL075W
969,40346,7907,0.8361345408575632,YDL075W
971,145,134,0.5197132616487455,YDL073W
972,46,9,0.8363636363636363,YDL070W
973,913,147,0.8613207547169811,YDL070W
975,18,10,0.6428571428571429,YDL066W
976,4389,932,0.8248449539560233,YDL066W
978,1017,287,0.7799079754601227,YDL064W
979,287,160,0.6420581655480985,YDL060W
