TC_ID,wt.1,wt.2,dcp2.1,dcp2.2,dhh1.1,dhh1.2,pat1.1,pat1.2,xrn1.1,xrn1.2
1944,70,118,68,86,204,205,224,219,224,241
1957,762,695,565,466,609,834,703,905,1024,925
1960,2307,2709,3583,3432,3559,2263,2849,3636,3880,5543
7083,222,157,424,401,369,421,489,475,325,344
96,324,203,391,427,248,246,430,419,334,323
92,32089,25922,21276,19205,16774,18401,47513,50051,29750,35376
7080,4548,3421,9224,12454,16022,19127,26442,23857,10144,11265
7077,4468,3919,3310,3534,3755,5341,10956,11605,4155,4280
87,593,475,760,720,836,844,2934,3102,762,794
86,351,235,369,391,237,221,851,788,353,373
7075,197,146,273,313,277,333,561,612,262,242
84,124,95,162,168,280,267,236,251,140,142
81,19696,14671,20684,22333,19195,28101,39014,38695,15694,16371
79,160,143,313,257,561,529,570,597,224,306
7074,799,672,1779,1851,597,572,1591,1696,1534,1524
7071,107,92,276,310,139,140,333,390,189,220
78,2541,1901,2462,2589,2908,3264,4940,5476,3704,3597
151,286,269,394,425,585,593,490,559,424,389
74,850,647,1014,1075,967,1013,1417,1425,1154,1239
7065,495,314,963,1078,325,361,874,844,881,771
7064,671,417,562,667,1061,1765,1532,1418,574,628
7062,485,372,685,630,319,304,594,718,649,627
7060,1115,659,485,438,388,330,944,946,464,406
7058,255,200,244,245,259,253,422,405,299,328
7056,1662,1249,1610,1708,1602,2199,3010,3263,1636,1835
7054,955,696,674,689,865,865,1094,1212,807,815
70,287,188,456,417,384,464,989,923,403,409
69,23,22,191,217,88,113,196,213,100,90
7051,632,530,805,830,665,843,1145,1286,816,791
67,878,1083,788,617,644,441,1471,1927,650,813
7048,370,326,779,854,586,608,1135,1144,602,646
7047,114,91,168,142,202,259,296,294,170,188
66,1249,1080,1195,1186,906,1023,3308,3182,1850,2005
14089,172,144,548,523,252,260,384,435,358,394
64,280,223,297,319,343,488,648,657,259,324
61,2301,1676,2126,2500,7180,8340,9729,8087,3043,3918
7041,2262,1770,2016,2069,1702,1266,5035,5450,2792,2822
59,41,31,77,105,66,95,255,250,76,94
52,98068,53126,37091,52469,74372,118347,117210,87905,80866,67711
7036,442,358,708,721,1547,1642,2310,2374,731,684
7034,4573,3807,7501,7183,4242,5495,6533,6842,4644,4831
46,301,284,368,392,415,343,568,670,469,499
42,4095,3060,3448,3806,3008,3433,7494,7528,4044,3909
7031,194,167,200,197,151,131,270,283,278,324
7030,1208,1162,2046,1980,1954,2164,3944,3777,3059,3296
81,3182,2665,5702,5402,3367,3489,10208,9909,3881,4371
7028,516,477,366,360,241,215,1111,1265,457,523
7026,118,88,208,198,110,137,274,287,201,187
7025,167,154,505,516,126,146,322,332,382,374
7024,955,749,953,913,1055,1061,3032,3390,1234,1295
36,189,163,279,249,256,230,241,312,188,233
33,1849,1401,2960,2915,2728,2968,6614,6568,1950,1902
29,91,65,190,163,254,281,667,764,103,135
28,356,233,318,294,207,165,438,490,455,413
27,206,164,202,211,99,62,206,231,185,231
25,1772,1270,1656,1723,1350,1647,3968,3989,1550,1810
23,479,411,1519,1664,1125,1677,3203,3270,1231,1288
19,35,48,127,113,294,363,308,363,45,49
27,409,307,235,252,150,252,360,393,143,192
6998,52,47,535,577,48,77,372,451,160,200
3,40,42,227,229,35,15,117,132,65,77
7086,4709,4966,3574,3145,2415,1732,8157,9436,4318,4899
98,454,356,517,470,580,604,777,1013,403,481
99,222,203,292,301,140,136,526,497,651,797
7087,445,340,402,380,461,490,690,941,403,432
100,385,281,550,547,302,471,879,968,474,536
7089,674,526,1128,1168,993,1162,1493,1619,1310,1380
102,978,736,1717,1768,1510,1686,3100,3168,3268,3304
7091,230,187,291,264,406,363,383,570,284,312
7092,46,36,73,62,82,81,97,121,59,61
7097,88,55,324,320,28,21,108,134,208,207
221,517,457,805,746,522,1167,998,1223,355,568
114,585,539,629,685,648,761,1553,1689,538,669
120,380,326,758,775,654,667,1138,1073,441,459
126,300,217,410,409,415,452,508,556,297,332
7220,2550,2160,1917,1560,1380,1442,2104,2216,1626,1769
230,10692,8822,10010,9186,6657,6927,13834,15912,10213,10261
7217,14357,13217,8374,7689,7168,6511,14967,15297,7843,8968
229,1305,913,1059,1232,1248,1581,965,879,1169,1126
443,187,165,190,190,118,136,162,155,172,188
449,313,226,306,316,225,329,230,205,153,158
7211,1820,1371,3222,3180,2613,3267,3252,3153,2614,2895
7209,2095,1657,1710,1669,2595,2559,1737,2030,2146,1962
218,335,257,304,315,343,349,241,278,429,438
217,190,120,106,116,73,87,96,139,125,138
7206,171,101,534,529,231,264,208,198,291,343
215,931,646,679,693,595,641,512,603,633,652
213,62,38,50,46,56,47,39,24,56,40
7203,321,248,281,271,185,186,169,238,330,347
210,327,310,439,463,418,514,335,433,434,436
208,605,399,913,954,1243,1252,732,670,551,615
14399,683,643,879,903,765,1035,580,562,659,595
7196,1129,1110,1550,1560,489,546,588,613,1460,1520
205,58,61,99,91,34,42,38,36,98,115
203,1166,920,800,791,882,967,1197,1152,1474,1523
7194,347,286,578,523,445,488,440,436,461,485
7193,571,452,582,627,979,1002,614,657,937,1016
7192,277,211,274,256,508,554,252,338,307,319
201,1865,1348,1308,1398,2315,2221,1802,1881,2160,2132
200,302,219,551,575,254,351,258,308,682,699
199,1304,1201,789,635,603,568,993,1191,981,1068
194,54863,46316,33225,29493,32279,25238,29871,33113,48773,55396
7185,3358,2087,3055,2943,3596,3876,4753,5180,3183,3407
7180,1165,996,1854,1585,1652,1133,1317,1276,1551,1678
192,139,102,106,126,70,57,31,30,202,195
7179,26111,19771,19184,18526,16945,18291,18740,20810,24125,22998
191,71,58,84,78,130,160,70,71,69,94
190,652,461,521,571,694,921,678,683,734,727
7177,416,352,626,631,773,977,368,445,347,491
7176,281,197,314,330,433,339,248,283,420,393
7174,186,162,248,275,286,303,126,149,250,298
7171,602,493,350,358,393,388,495,631,588,609
188,317,228,418,366,354,389,260,276,424,365
187,541,479,916,932,939,1317,704,719,569,649
7169,2374,1912,1864,2003,1852,1684,2111,2307,3452,3340
371,286,255,558,502,141,183,400,373,578,570
7167,3418,3254,6744,7499,6794,8394,10299,10280,4976,5748
365,2776,2427,3501,3392,6030,5865,6382,6891,3363,3987
7166,2820,2052,2912,2972,2053,2006,2013,1828,3215,2930
180,108,101,279,309,323,516,170,198,134,172
7164,4131,2882,3803,4139,4660,4966,3380,3757,4248,4190
178,178,141,216,222,333,399,235,283,227,233
7163,1955,1509,1133,1142,1706,1636,1172,1226,1585,1510
175,48,31,376,329,318,284,399,500,62,65
174,1578,1192,1825,1804,1959,2482,2416,2499,2191,2339
7160,1129,766,1539,1633,2286,2642,1611,1566,1858,1872
7158,237,183,248,280,219,184,190,189,290,362
169,356,235,247,259,287,320,142,168,267,262
14313,374,343,313,313,242,251,328,295,301,325
165,1393,1060,975,975,899,689,1241,1196,1382,1437
7155,1196,976,1118,914,588,516,856,997,1158,1176
164,1105,872,1288,1402,1628,1669,1338,1350,1440,1548
14304,1496,1147,2301,2220,2211,2412,2759,2938,2440,2567
323,140,93,366,359,103,107,151,151,232,232
7150,456,352,456,509,1110,1182,506,583,541,538
160,115,98,146,108,223,269,123,126,239,282
7148,1364,1266,3455,3167,4605,4199,5037,5221,2812,3000
7145,411,290,636,700,436,476,299,377,502,470
7144,688,588,417,372,527,570,547,631,1153,1158
159,1794,1524,1893,1874,1708,1832,1456,1775,2366,2427
157,885,715,553,682,989,1397,663,628,661,710
156,1270,1113,4140,3843,934,998,1245,1262,2240,2585
7142,35682,30357,20143,19275,24554,20927,22127,23397,31006,32910
7140,80,70,316,322,90,83,123,111,184,204
7138,3515,2547,2841,2741,2226,1925,2647,2976,3764,3803
7137,317,253,990,911,1032,1213,1038,1270,540,558
154,1230,957,1338,1117,820,909,423,596,1653,1527
7136,124,107,227,233,187,232,146,173,161,206
149,1791,1308,1266,1383,1363,1791,884,1032,1558,1570
14269,1059,1002,1794,1743,957,1083,1345,1240,1673,1710
7133,221,196,314,321,262,209,216,215,270,250
148,682,514,996,977,902,1062,483,518,713,857
7132,135,100,71,84,271,240,53,60,56,49
7131,10993,12800,6196,4794,2927,1627,4584,5429,8897,8752
14257,165,113,385,347,134,130,166,165,300,310
147,458,362,781,829,411,536,500,489,704,671
146,1849,1590,2985,3079,3572,3691,4528,4703,2223,2589
7124,861,502,792,897,1343,1513,1324,1300,922,1053
7123,293,261,703,740,962,888,929,828,745,837
141,80210,68218,36825,31885,42131,31503,34440,41040,57256,58763
7122,1178,880,860,932,1184,1488,1279,1296,847,1007
140,280,259,403,481,241,238,351,352,291,285
138,54,51,92,89,137,147,72,78,86,89
135,507,303,141,176,96,91,273,294,256,250
133,8305,4796,4165,5861,6863,9493,5359,4540,5311,4237
131,30,12,84,50,16,29,102,103,33,24
21351,305,225,303,316,508,661,253,302,514,515
130,288,267,707,690,262,334,583,573,346,411
7115,230,211,756,792,422,538,262,290,398,494
7114,127,98,175,161,122,82,79,74,151,135
7113,717,539,1032,1042,762,808,497,618,1103,1135
7111,1203,991,1272,1306,1003,1501,1198,1278,1367,1563
7222,240,251,421,474,389,501,207,239,275,274
7224,505,414,712,665,717,895,519,627,825,799
234,1030,802,1011,1008,1064,1072,1129,1159,2123,2136
7228,922,795,992,980,488,534,861,838,1103,1187
236,800,808,2101,2222,1437,1519,2291,2430,1015,1180
239,211,156,296,294,595,764,776,933,214,240
7230,78,70,273,245,384,374,172,181,189,185
14471,308,195,1145,1271,205,260,280,270,731,653
7238,11091,10285,13320,12790,16753,19597,22052,23324,8904,11010
248,6912,7114,5991,4983,4362,3363,8162,9664,3797,3867
7240,15061,11072,7359,7243,11543,13585,9148,9955,12566,13589
7242,900,695,1298,1552,1329,1711,1769,1655,1032,1074
7244,3684,2462,1914,2189,2230,2350,2352,2313,4233,4017
251,1569,1239,1763,1710,3992,4938,4248,4670,1675,1804
7246,911,744,948,894,880,810,634,661,1120,1172
254,240,180,532,508,124,87,212,165,278,273
255,601,468,997,935,580,725,820,847,978,976
258,145,119,153,144,177,189,283,336,197,153
7257,6540,5162,4235,4250,4638,5036,5040,5567,6399,6689
7258,800,618,1283,1220,1814,2408,1812,1953,983,1165
7259,678,519,785,912,465,518,372,357,858,963
7260,788,658,733,576,556,418,860,902,585,581
260,385,332,468,491,338,370,229,231,558,591
261,21161,18409,13026,11928,8531,8651,9349,10932,18032,17519
7265,2289,1637,1764,1791,1684,1664,2271,2189,2381,2524
7266,1399,1187,1535,1392,1833,1610,1706,2307,1957,1917
7271,1607,1335,2817,3280,2605,3445,3337,2945,1950,2000
7273,442,356,849,759,747,1105,529,677,716,729
273,1067,880,1315,1334,2069,2568,931,971,1161,1097
276,3595,2672,2611,2417,2922,3406,3128,3551,3833,4129
278,1239,1005,635,601,567,588,778,832,846,946
7276,770,611,370,374,445,444,659,580,765,816
7277,403,310,3522,3559,366,369,452,562,1220,1239
7280,175,132,250,227,141,112,34,25,209,242
7285,277,225,440,376,739,754,329,447,320,368
286,119,103,267,280,189,225,317,357,126,147
289,75341,74951,44680,41408,31362,25713,37721,40283,56300,59615
7287,378,308,431,461,806,1022,530,481,539,516
293,50,53,110,101,30,40,43,32,26,34
7290,1229,1145,1794,1684,2308,2665,2061,2678,1260,1471
7291,507,456,1233,1249,1365,1143,1021,1148,1089,1280
299,3587,3030,1846,1956,1837,2700,1648,1755,2718,2679
7293,251,194,500,552,348,434,237,261,513,540
301,437,402,556,518,722,706,612,697,531,520
305,681,664,1064,1090,1176,1473,2361,2479,860,960
7296,417,332,777,736,763,847,432,428,622,746
7297,612,437,757,769,872,1059,479,520,724,812
7298,6256,5271,7332,7262,6209,8622,11034,10972,5009,5628
7301,629,556,1105,1070,953,934,732,763,906,871
7302,190,181,289,368,305,432,292,265,213,242
7303,543,422,723,707,370,292,537,563,519,571
7304,286,220,435,394,399,426,422,499,258,307
7305,467,360,1353,1552,574,618,636,589,1052,1079
21926,215,179,441,483,359,461,254,289,186,187
14627,5674,4645,9042,11166,7900,9776,9911,9805,6816,6725
7320,3321,2630,4853,4889,2715,3081,2410,2831,2883,2822
7323,3230,2299,4048,4665,3377,3776,2289,2228,2864,2930
7326,918,794,1657,1569,541,478,1148,1474,1205,1309
313,875,608,3044,3430,5047,7772,3706,3746,1412,1541
318,73,96,615,495,2316,2048,2686,3784,359,322
320,791,589,1334,1364,1641,1577,1069,1199,929,1055
321,1536,1253,1326,1186,684,765,724,772,1404,1410
14669,958,866,2298,2454,1264,1559,1390,1303,1781,1693
324,15612,13912,9056,11225,10384,12737,14435,13643,15307,14534
7337,656,552,433,377,491,326,448,496,747,859
7339,1131,996,1128,1111,1329,1313,1082,1249,1362,1377
7340,170,169,352,456,627,978,281,347,406,407
7342,7745,5874,7642,7603,10899,14717,7654,7854,6982,7526
331,272,244,718,700,855,855,561,524,414,487
14693,38454,33572,18986,17248,19541,17133,22235,23797,41538,45194
333,1860,1392,1125,1000,970,904,704,894,2516,2360
7349,3734,3971,15411,15051,5839,4346,9674,11239,6820,7729
334,239,190,150,144,88,65,359,326,203,204
7354,2982,2420,1059,957,1034,993,1005,1047,1951,1888
339,471,422,546,558,477,433,787,706,712,801
7355,1967,1476,2805,2743,2480,2319,3587,3633,2180,2463
7358,2175,2215,3273,2934,1454,1320,1586,2102,2117,2495
7359,954,1085,1829,1591,1320,1548,1316,1505,1224,1589
7360,1542,1176,1798,1698,1222,869,1227,1221,1701,1660
7361,796,681,33,38,1819,1512,203,239,303,314
344,240,215,152,140,182,111,151,172,263,307
7364,259,186,479,542,919,938,513,476,340,358
345,1498,1527,2213,2359,1777,1570,3119,3518,1303,1506
346,245,214,308,273,402,435,161,177,348,340
347,64,58,303,332,164,154,145,128,197,204
7367,416,318,420,382,469,432,358,468,301,316
7368,235,153,345,412,331,408,267,233,320,317
348,173,104,104,125,128,174,93,126,113,111
350,928,733,610,615,448,414,919,899,997,1012
7374,550,405,1082,1144,974,1150,845,1009,839,832
352,7479,6225,3678,3452,4273,4657,5427,6267,5863,6564
7375,147,101,405,405,100,131,191,223,412,446
356,81,78,323,344,260,265,143,189,128,127
7376,10624,9254,15948,16960,18502,24402,23289,22748,14315,15688
358,1070,824,1324,1398,1707,2633,1105,1168,1184,1298
7379,2622,2267,3377,3261,2767,2311,3591,3546,2827,2922
360,765,686,1148,1007,613,616,1149,1280,1098,1035
7381,284,209,265,233,441,706,235,263,248,247
362,200,137,235,230,346,466,204,222,186,224
7383,1009,809,1273,1211,627,615,522,675,1151,1162
367,124821,98518,77726,78336,102799,93167,79130,89631,145689,143935
369,141,90,180,224,178,277,141,167,161,203
7389,800,609,1091,1021,1086,1236,959,1055,790,833
7392,7459,5711,6137,6414,6832,8671,6217,6336,6476,7100
7394,1182,902,1770,1855,1552,1946,1743,1904,1859,2068
7395,114,90,124,121,115,119,73,71,133,101
7396,683,573,514,595,441,426,501,523,858,928
7399,1344,1116,1693,1671,1702,1732,1529,1878,1392,1451
373,4399,4356,2545,2057,2039,1653,2752,3475,2124,2457
7401,8417,6283,4527,4847,5665,4677,6326,6172,8262,7472
7402,28,16,32,42,32,54,75,75,53,51
7404,192,186,301,307,201,178,170,185,302,364
7405,539,354,630,616,868,893,822,822,689,797
376,125,109,122,94,87,92,66,86,91,102
7406,167,96,447,442,423,467,379,344,218,180
7407,655,521,691,607,304,323,286,330,805,830
378,1117,938,2014,2004,1535,1927,1876,2025,1289,1399
379,203,134,175,183,193,179,115,116,245,238
381,1202,1159,1388,1426,2282,2123,2167,2340,1329,1502
7408,103,82,376,378,496,410,203,197,231,253
384,1969,1346,2895,2861,3482,3512,3759,3991,2662,2491
7409,426,456,651,1027,885,1156,585,547,812,588
7410,209,162,181,188,201,198,170,167,185,214
385,123,84,980,903,126,103,194,189,299,321
386,495,376,471,483,625,588,517,511,497,604
7411,2906,2106,2168,2036,2209,1729,2821,3123,2852,2848
388,269,232,938,1050,252,419,806,664,468,485
390,1640,1228,1454,1520,2073,2322,1598,1675,1939,2215
393,1350,1212,3027,2998,3929,3932,3651,3907,2294,2475
7416,86,67,214,235,529,449,180,189,92,141
394,1420,1077,944,935,1041,1155,1279,1511,933,1117
398,232,261,648,634,406,490,225,243,476,509
7417,3147,2624,2461,2224,2115,2149,2785,3372,2356,2569
400,675,575,412,346,420,465,579,597,473,495
7419,62,36,175,151,233,250,116,107,86,92
14843,620,521,555,553,1080,1534,598,576,440,445
407,1206,1180,1022,1342,1465,2089,1046,1097,1484,1234
408,3155,2501,2112,2081,1785,1878,2975,3212,3170,3279
409,647,440,769,696,711,740,665,687,713,744
410,271,266,561,569,402,579,367,362,323,332
7427,7834,5372,3161,2994,3864,6567,7920,8898,4744,3909
1239,8046,6145,7661,6832,6449,7947,8660,8906,4959,6132
415,369,306,499,506,147,171,272,318,612,701
7428,2929,2560,3401,3314,2706,1897,3546,3419,2909,3349
418,363,284,658,632,655,802,454,469,499,534
7430,961,692,1422,1397,1122,1162,1090,1367,1107,1138
14863,632,604,1305,1194,1225,981,1776,1830,964,1111
849,201,186,405,398,138,176,181,222,397,434
7435,55,102,116,130,222,178,151,163,47,49
7436,523,389,813,806,1065,1199,629,806,873,944
426,1110,1023,860,833,974,1121,1443,1470,969,1041
7438,316,269,656,558,421,408,432,429,386,364
7440,2258,1685,2835,2527,3928,4871,4665,5072,2656,3000
429,286,251,761,763,384,380,451,480,697,716
431,128,144,190,209,142,119,196,202,169,217
7442,1088,856,1074,1121,1205,1182,1727,1884,1208,1225
7443,228,166,300,281,405,361,194,222,311,316
7448,73811,58945,44729,46014,59657,54463,59412,56077,78876,83841
7449,29,15,138,152,15,23,24,32,108,102
436,851,716,1489,1554,1601,1446,1804,1681,910,960
7454,452,347,482,468,387,231,398,451,710,667
440,2566,3004,2830,2652,2202,1802,2796,3360,3517,3690
7457,500,361,1073,1010,749,920,820,956,579,776
441,37358,27962,21620,20463,20080,22919,18479,21178,34055,35355
444,40569,38162,28673,26636,20425,18162,25525,27716,47821,51015
446,256,239,211,204,199,169,180,198,362,311
7460,514,447,1097,1242,913,1125,898,891,1101,1215
447,144,134,575,608,411,419,354,432,364,408
7464,240,193,284,319,290,345,161,186,257,271
7470,24561,19092,20157,21813,25804,28636,34312,29202,20379,21174
7475,497,383,1132,1111,527,404,396,494,1256,1358
7476,521,419,1135,1108,1614,1717,843,939,583,622
454,1362,1000,1333,1397,1366,1867,1656,1862,1421,1320
455,382,304,467,459,385,348,384,385,380,404
7479,62,74,115,116,93,117,200,248,33,32
456,234,191,176,170,258,310,325,286,297,315
458,345,263,366,339,401,406,272,294,512,517
460,45,49,84,82,96,79,82,91,134,133
7482,167,154,238,206,157,179,166,209,166,188
464,2203,1790,1402,1413,1289,1108,1298,1455,1634,1778
465,749,642,1246,1249,989,987,916,991,785,749
14971,591,470,2046,1772,395,515,593,624,1091,1153
937,1242,1082,1974,1849,819,805,1795,2033,1410,1398
7488,317,267,444,410,456,431,316,364,382,416
471,191,166,542,539,446,734,302,337,237,259
472,98,81,61,51,86,114,68,103,115,163
473,761,455,937,938,1037,1318,1013,1099,679,640
474,148,138,285,333,300,310,181,206,255,319
7493,69,56,153,163,50,75,43,63,192,169
476,180,146,760,701,120,131,202,215,642,636
7496,660,656,580,514,341,307,479,584,711,740
7497,225,207,256,254,120,168,167,141,213,241
7499,9311,9078,12895,13233,7039,4892,9996,10093,11792,12676
7501,905,820,1156,1105,1054,1037,1210,1132,938,814
7502,82,44,225,277,124,122,103,105,158,154
478,98,93,280,269,281,352,93,133,134,150
7504,157,136,210,189,199,214,223,216,202,228
480,94,82,255,256,45,37,72,74,200,205
7505,1276,881,1197,1198,741,778,880,949,1453,1481
15013,2672,2239,4043,4405,5000,5781,4344,4946,2910,2960
482,227,213,636,552,691,815,797,839,247,252
7511,103,67,210,219,575,704,358,392,208,217
483,54,37,74,92,148,174,113,108,58,80
484,1053,812,1120,1078,688,690,1287,1397,760,842
7512,1961,1322,2051,2189,1985,2437,3166,3019,1948,1973
485,779,665,986,980,622,745,583,706,1202,1065
7513,252,128,300,299,271,256,399,334,288,297
486,142,101,361,395,253,301,248,242,309,432
7515,1734,1257,1116,1291,2085,3138,1568,1685,1822,1820
7518,108,83,192,245,243,363,135,124,180,198
7523,31,38,31,38,22,23,58,49,52,54
7525,265,202,346,368,542,549,574,524,295,278
491,779,707,906,826,424,478,615,709,725,776
7527,303,230,181,175,119,106,228,201,199,212
494,571,467,424,390,330,345,719,827,414,409
495,372,313,606,622,254,324,282,301,983,1044
7529,602,447,654,646,791,824,607,635,550,655
7530,649,542,764,763,655,548,566,641,1014,960
7531,4813,3653,5897,6306,3343,4099,4183,4770,6914,6724
499,406,334,582,680,738,775,513,540,612,660
500,4069,5013,5401,5122,3366,2104,5962,6193,5122,6077
502,743,711,1409,1166,287,322,666,749,1178,1337
7534,468,645,842,823,627,716,950,1227,825,1071
7535,1074,952,2143,1992,911,692,1297,1320,1505,1578
503,176,161,389,377,476,566,220,277,235,293
7536,1675,1393,3991,4268,1578,2022,2673,2756,2244,2638
507,287,226,320,315,325,350,330,365,372,357
7537,369,296,646,484,364,450,669,761,408,469
508,92,83,116,132,72,52,63,80,174,196
7540,381,292,442,433,374,443,292,396,518,531
7541,573,448,640,681,668,649,775,810,790,921
7542,1545,1204,3280,2984,1216,1716,2727,2428,1556,1701
509,2051,1528,443,415,836,791,972,1145,1599,1736
7543,577,471,1113,966,624,750,737,741,762,887
510,677,533,952,910,582,426,524,660,675,777
511,383,312,349,423,516,595,449,479,412,437
513,1758,1404,1606,1401,1107,1271,1466,1649,1422,1737
7545,1140,971,1948,1755,1570,1280,2033,2404,1350,1396
1033,327,210,248,285,243,249,267,265,390,413
7547,652,442,1144,1363,1145,1682,1254,1186,944,951
7548,504,369,419,442,764,984,736,825,657,686
518,262,213,359,306,143,137,185,246,328,314
7549,191,164,274,255,365,387,161,163,269,287
7550,485,336,377,392,339,335,390,361,492,531
519,175,173,451,571,472,739,601,498,370,484
522,481,404,539,575,808,771,592,584,509,556
7553,39,42,77,68,113,95,76,106,48,69
7554,719,553,867,879,797,905,640,701,747,753
526,601,493,760,698,822,692,1020,1062,627,652
7555,1733,1564,1091,1158,882,1217,1338,1319,1363,1363
528,38,44,289,278,42,54,25,33,124,125
532,1217,926,361,368,572,491,761,782,803,749
535,4828,4259,3158,3191,3850,4225,5879,5604,5337,5638
7560,521,477,555,545,605,524,568,582,668,707
540,57,40,72,68,212,323,66,58,87,104
542,886,607,1269,1132,1955,2253,1332,1432,927,984
7562,648,618,2963,2873,723,562,1649,1980,849,1017
7564,322,272,700,803,227,208,385,374,641,569
546,88,63,394,384,42,43,133,106,195,183
553,166,148,247,220,283,305,283,339,298,350
557,242,179,1332,1331,355,407,449,561,471,502
7577,91,63,1239,1402,80,88,133,125,420,429
634,4365,3997,8839,8291,4025,3663,6002,6603,3795,4233
7656,1059,969,3077,2686,424,367,912,865,1347,1619
632,150,109,540,532,74,91,168,171,229,253
630,642,609,3446,3561,553,596,870,821,1009,966
628,11774,8955,11114,9387,4721,5286,9263,10192,5835,6221
7653,173,99,102,82,38,30,102,109,47,41
7652,896,793,3461,3603,976,1260,856,1014,1488,1427
7651,13684,10346,16562,16390,6188,6416,8617,10137,13711,12025
7648,275,231,1537,1698,254,390,271,287,646,635
7647,1173,869,1921,1862,849,1308,936,1172,931,912
7646,831,767,4048,3713,922,859,2563,2944,1193,1286
626,238,193,503,451,270,223,131,141,293,319
7643,81,67,532,600,162,162,142,145,239,208
7642,1771,1450,3616,3836,2437,2659,2210,2209,2588,2622
623,802,804,2853,2671,163,145,338,330,623,614
619,561,464,528,626,614,861,174,136,240,266
615,193,166,914,908,299,292,339,351,253,318
7638,1254,918,3347,3053,1034,830,1662,1766,1048,1057
7634,132,144,152,119,99,87,173,201,108,140
610,1106,1005,1604,1573,1305,1132,1007,1239,1308,1354
7631,239,186,606,601,370,409,325,348,411,553
7629,365,296,1051,962,264,278,391,451,1032,972
7626,2641,1894,5359,5337,3292,3719,3782,4001,2828,3253
606,417,322,1297,1407,686,902,687,757,472,531
7624,1033,1075,2593,2160,1034,804,1824,1853,1298,1435
605,492,374,1167,1174,743,593,523,600,598,626
7622,4488,3880,18057,18493,16449,17758,14800,14369,5913,7091
602,343,291,612,542,185,197,114,118,314,342
7621,2304,1689,5328,6012,4832,5451,3329,3472,4006,4324
7616,217,228,771,790,531,457,515,497,332,294
598,364,277,1366,1399,759,876,329,378,324,362
594,1453,1000,4854,4949,3315,4241,2892,3155,1778,1523
593,86,67,297,297,96,124,74,102,147,149
7613,18889,15100,21804,21414,21373,24383,16684,16452,14859,15623
7608,745,612,1853,1983,1091,1365,720,911,877,860
7605,1096,864,1359,1247,635,553,670,762,832,849
7604,500,460,1032,1054,426,411,748,746,489,548
7599,763,545,3536,3621,1242,1680,1230,1478,943,1038
15191,4058,2707,7215,8276,5785,7963,5739,5470,3872,4474
579,391,319,1097,1056,395,427,291,413,574,590
7592,566,441,1242,1269,565,458,611,606,642,689
578,912,664,1125,1160,796,654,843,845,773,880
570,239,166,497,497,349,376,378,422,210,243
7585,372,271,2854,2803,565,678,803,882,708,799
7584,3395,3160,6658,6190,3002,2854,3580,3615,2676,2685
569,1460,1136,2626,2896,1456,1310,1333,1421,1820,1825
566,984,746,1868,1720,1328,1358,1488,1656,1006,1136
7583,865,693,1404,1297,695,773,838,1022,675,811
7582,98,107,443,399,100,121,74,91,141,141
565,425,368,609,601,383,348,215,237,451,364
7580,697,557,186,177,1512,1480,2331,2281,2221,2289
7666,624,551,1610,1571,884,837,727,796,995,1024
640,1262,1048,3451,3222,1786,2262,1749,2110,1572,1824
15341,1510,1343,3581,3456,2157,1896,1804,1999,1771,1918
7672,741,688,1835,1825,1697,1773,1676,2107,343,306
7676,83,56,766,836,90,94,58,82,177,173
7681,22,25,120,132,287,381,344,412,26,34
650,1267,1251,2286,2293,784,1010,889,1040,1759,2049
7685,1990,1442,4286,4373,3083,2895,3192,3285,2413,2458
7693,344,287,567,647,642,707,392,395,272,283
655,289367,268412,398175,375569,190022,190500,210105,213468,234962,226746
15395,1176,1118,2093,1977,667,580,880,981,966,958
662,692,468,957,943,523,477,541,567,598,635
7701,2666,2008,5450,5379,2806,2605,2166,2219,2196,1925
667,270,232,1021,1020,413,385,356,371,339,428
7711,908,807,3215,3127,478,502,1001,1053,1529,1519
669,1168,1006,6678,6690,564,568,1703,1633,3676,4168
7712,440,604,190,168,209,170,234,278,49,61
7716,866,726,3734,3861,624,581,795,757,1462,1565
7717,153,166,404,520,253,291,160,206,212,219
15441,3640,4004,6172,5225,2056,1888,3159,3681,4495,4847
7723,278,229,605,553,264,255,160,167,258,273
7725,431,424,1294,1376,426,490,414,547,784,716
7729,745,613,1844,1852,370,270,581,494,1753,1613
7730,7049,6395,14579,15061,7242,10570,10450,11625,7782,8469
15463,1117,877,3512,3516,1280,1450,890,906,1245,1197
23211,48734,51181,80078,71818,22361,15963,32690,37503,42943,43385
683,163,123,557,631,178,177,194,221,257,264
684,451,313,966,1064,891,787,442,491,400,490
685,5269,3513,5177,5317,2416,2274,3819,3520,2628,2786
7740,1052,870,2284,2408,1335,1580,1306,1366,1073,1217
686,509,416,2344,2136,796,878,887,963,1075,1107
7744,369,276,1174,1307,780,898,610,468,846,840
7747,336,262,1179,1340,937,869,397,402,586,591
7748,7039,5560,13580,14065,4360,5029,9342,8995,9029,9331
7749,3821,2895,6468,7404,3540,5295,7341,6301,4873,4800
7751,1847,1637,4813,4465,2323,2245,3118,3182,3773,3694
7753,860,664,1526,1383,1064,796,629,820,649,594
696,723,549,1419,1516,682,880,744,752,872,783
699,1779,1527,5565,5701,2269,2388,2548,2584,2375,2573
700,435,337,648,661,679,889,424,475,429,470
702,4562,3537,9254,10469,3751,4297,5349,5574,4662,5202
